Gene,nbPctgShift
Sfmbt1,-9.122213726163208
Sfmbt2,-12.955709014136877
Sgk1,-2.754039378094859
Sin3a,-5.554104542341694
Sin3b,-9.711249887351405
Sirt1,-11.61489406016226
Sirt3,-17.141372991085873
Sirt4,-13.95088145252188
Sirt5,0.3145226326016335
Sirt6,-2.3352287366309836
Sirt7,-7.952347141993826
Smarca1,-9.501571122308835
Smarca2,-9.822665598004141
Smarca4,-8.579718649309978
Smarca5,-7.126749246554379
Smarcc1,-8.207485296571287
Smarcc2,-10.733545106043337
Smarcd1,-12.574966865006218
Smarcd2,-2.1105245182970833
Smarcd3,-14.04127372234715
Smarce1,-4.672756224866781
Smyd1,-11.263340685294105
Smyd2,-10.64146254057452
Smyd3,-15.018386653916407
Smyd4,-4.573221437984667
Smyd5,-8.506914121387444
Sp100,-9.109693270735711
Sp110,-12.783981024164358
Sp140,-7.052009234478636
Ssrp1,-13.703766076090275
Supt16h,-6.473744446171484
Suv39h1,-13.916302572565414
Suv39h2,-10.819601289800346
Suv420h1,-11.079649561924327
Suv420h2,-9.373251371229525
Suz12,-10.629405089032261
Taf1,-3.708298702792412
Taf3,-18.133432876014346
Tcea1,-9.352522781742685
Tdg,-12.82079958571887
Tet1,-15.071719856540987
Tet2,-4.080935635830929
Tet3,-13.30504859441296
Trim24,-11.018862984390232
Trim28,-7.839325172105866
Trim33,-11.254544299222406
Trim66,-12.782782255519848
Ube2a,-10.217105316295054
Ube2b,-11.999061776210858
Ube2e1,-14.398143230117505
Ube2i,-13.419443228246301
Uhrf1,-15.559032560977062
Usp22,-11.279623737158442
Usp27x,-12.715464835940285
Usp51,-12.0387250813122
Wbp7,-12.136524593519557
Wdr5,-13.741424585312199
Wdr82,-8.267619194537996
Whsc1,-11.062164700323379
Whsc1l1,-10.025247819330877
Zmynd11,-13.404933060109775
Zmynd8,-3.2174290660406406
Bcl6,-9.031313029367661
Ccnt1,-15.388635704503406
Cd14,-12.030518119003794
Cd19,-14.347538715197352
Cd4,-9.75935545480472
Cdk9,-19.69391372778963
Fosb,4.895130880056436
Hes1,-12.16393293162981
Id2,-1.1369685433375658
Id3,-10.481117080860859
Klf12,-7.461754411384099
Klf2,-4.2056550649610465
Ms4a1,-12.9189811531756
Nfatc3,-10.581640445322323
Runx3,-17.71343055614933
Tbx21,-9.207606858551152
